p0,p1,p2,p3,p4,p5,objective,elapsed_sec,scale
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,50,64,0.000181,1357.1848707199097,60
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,50,7.5e-05,1366.609280586243,60
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.0001685,1372.881155014038,60
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,0.000219,1380.1335072517395,60
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,4,128,0.0001655,1389.049593448639,60
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,128,0.0001545,1396.8059222698212,60
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,20,0.0001225,1403.2359147071838,60
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,80,32,0.0001554999999999,1410.8265805244446,60
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,64,80,0.0001805,1419.1013886928558,60
 , , ,20,8,32,0.0001375,1425.4468438625336,60
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,32,256,0.0001419999999999,1431.7664575576782,60
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,4,0.0002325,1438.3120064735413,60
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,32,0.0001545,1446.478926897049,60
 , , ,80,4,4,0.0001545,1452.8778839111328,60
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,64,32,0.0001415,1459.1315999031067,60
