p0,p1,p2,p3,p4,p5,objective,elapsed_sec,scale
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,64,80,0.947067,1804.48330950737,1000
 , , ,16,2048,8,0.490177,1812.784852981568,1000
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,128,0.5043115,1821.5323479175568,1000
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,8,0.6936735,1830.2660529613493,1000
 , , ,8,16,32,0.589453,1839.992673873901,1000
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,50,64,0.5637555000000001,1849.8196012973783,1000
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,50,0.194151,1860.2595672607424,1000
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.58108,1869.6153433322904,1000
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,0.806926,1879.931514501572,1000
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,4,128,0.4892229999999999,1889.068653345108,1000
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,128,0.497413,1899.3393347263336,1000
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,20,0.518276,1908.2096946239471,1000
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,80,32,0.5778585,1918.3316156864169,1000
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,64,80,0.633417,1929.236140966416,1000
 , , ,20,8,32,0.4727675,1939.5723242759705,1000
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,32,256,0.4713675,1948.5977807044983,1000
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,4,0.7930060000000001,1959.569688796997,1000
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,32,0.4833765,1969.1986458301544,1000
 , , ,80,4,4,0.60689,1978.497328042984,1000
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,64,32,0.5486774999999999,1987.0958449840543,1000
