p0,p1,p2,p3,p4,p5,objective,rank
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,20,16,5.2240905,4127
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,16,5.39256,4668
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,50,5.6002775,5363
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,16,64,8.358912,8701
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,20,8,10.8348935,10028
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,64,20,4.6694945,1957
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,8,16,8.5914915,8958
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,20,16,4.7526755000000005,2258
 , , ,4,2048,256,9.321858,9629
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,20,256,8.433467,8790
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,32,16,4.6122185,1769
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,128,50,8.685897,9080
 , , ,64,100,20,4.556853,1602
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,8,16,5.009903,3335
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,80,5.462847,4899
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,32,80,7.3935545,8002
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,80,5.9369655,6449
 , , ,32,4,50,5.883083999999999,6291
 , , ,8,8,100,6.4084415,7154
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,2048,20,11.1352345,10086
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,20,20,4.588878500000001,1701
 , , ,100,8,8,5.112433,3752
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,20,100,5.8184450000000005,6081
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,32,50,8.581131,8950
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,80,4,11.8957215,10225
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,20,8,6.3728585,7115
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,100,20,5.12648,3799
 , , ,64,100,100,5.93227,6437
 , , ,128,100,100,5.7450265,5839
 , , ,64,100,32,4.8777740000000005,2790
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,100,100,8.395437000000001,8749
 , , ,64,100,64,5.695527500000002,5693
