filename,runtime
mmp_all_XL_250,2.6133665
mmp_all_XL_251,2.515553
mmp_all_XL_252,2.6956825
mmp_all_XL_253,13.6647225
mmp_all_XL_254,8.580761500000001
mmp_all_XL_255,4.9290295
mmp_all_XL_256,3.848193
mmp_all_XL_257,3.1982615
mmp_all_XL_258,2.6320225
mmp_all_XL_259,2.5026945
mmp_all_XL_260,2.3625395
mmp_all_XL_261,2.1618525
mmp_all_XL_262,2.264046
mmp_all_XL_263,2.398209
mmp_all_XL_264,13.676326
mmp_all_XL_265,7.904697
mmp_all_XL_266,3.4655595000000003
mmp_all_XL_267,2.9807245
mmp_all_XL_268,2.4686215
mmp_all_XL_269,2.0872105000000003
mmp_all_XL_270,2.3429865000000003
mmp_all_XL_271,1.845226
mmp_all_XL_272,1.8021535
mmp_all_XL_273,1.935063
mmp_all_XL_274,1.899156
mmp_all_XL_275,11.1041975
mmp_all_XL_276,6.641042
mmp_all_XL_277,3.2422435000000003
mmp_all_XL_278,3.0365990000000003
mmp_all_XL_279,2.3704660000000004
mmp_all_XL_280,2.2546775
mmp_all_XL_281,2.068887
mmp_all_XL_282,1.8194005
mmp_all_XL_283,1.7746115000000002
mmp_all_XL_284,1.834138
mmp_all_XL_285,1.8964745
mmp_all_XL_286,10.4095745
mmp_all_XL_287,5.998139
mmp_all_XL_288,3.2508855
mmp_all_XL_289,2.756478
mmp_all_XL_290,2.296681
mmp_all_XL_291,2.027987
mmp_all_XL_292,1.9038755
mmp_all_XL_293,1.7644175
mmp_all_XL_294,1.6544720000000002
mmp_all_XL_295,1.639838
mmp_all_XL_296,1.7185855
mmp_all_XL_297,10.458259
mmp_all_XL_298,5.7549755000000005
mmp_all_XL_299,3.072462
mmp_all_XL_300,2.884512
mmp_all_XL_301,2.338317
mmp_all_XL_302,2.021528
mmp_all_XL_303,1.920964
mmp_all_XL_304,1.7161970000000002
mmp_all_XL_305,1.6684935
mmp_all_XL_306,1.730428
mmp_all_XL_307,1.8051665
mmp_all_XL_308,9.906534
mmp_all_XL_309,5.4992745
mmp_all_XL_310,3.089128
mmp_all_XL_311,2.6596675000000003
mmp_all_XL_312,2.318382
mmp_all_XL_313,1.9574135
mmp_all_XL_314,1.8718625
mmp_all_XL_315,1.7137145
mmp_all_XL_316,1.608511
mmp_all_XL_317,1.608305
mmp_all_XL_318,1.6952235
mmp_all_XL_319,10.017951
mmp_all_XL_320,5.492088
mmp_all_XL_321,2.9884215
mmp_all_XL_322,2.846695
mmp_all_XL_323,2.310077
mmp_all_XL_324,1.9914815
mmp_all_XL_325,1.904611
mmp_all_XL_326,1.6881015
mmp_all_XL_327,1.6603145
mmp_all_XL_328,1.692407
mmp_all_XL_329,1.80035
mmp_all_XL_330,10.265856
mmp_all_XL_331,5.516234
mmp_all_XL_332,3.0948715
mmp_all_XL_333,2.8654515
mmp_all_XL_334,2.2324955
mmp_all_XL_335,2.0111475
mmp_all_XL_336,1.924022
mmp_all_XL_337,1.7081654999999998
mmp_all_XL_338,1.6847375
mmp_all_XL_339,1.6580549999999998
mmp_all_XL_340,1.809616
mmp_all_XL_341,9.917454500000002
mmp_all_XL_342,5.407676
mmp_all_XL_343,3.16134
mmp_all_XL_344,2.739368
mmp_all_XL_345,2.2934165
mmp_all_XL_346,2.0051455
mmp_all_XL_347,1.944607
mmp_all_XL_348,1.764578
mmp_all_XL_349,1.7398805
mmp_all_XL_350,1.657876
mmp_all_XL_351,1.7968205000000002
mmp_all_XL_352,19.355657
mmp_all_XL_353,11.770141
mmp_all_XL_354,5.6702325
mmp_all_XL_355,4.5951705
mmp_all_XL_356,3.402804
mmp_all_XL_357,2.935411
mmp_all_XL_358,2.4350625
mmp_all_XL_359,2.21487
mmp_all_XL_360,2.2230865
mmp_all_XL_361,2.265672
mmp_all_XL_362,2.6066700000000003
mmp_all_XL_363,15.8295665
mmp_all_XL_364,12.9003575
mmp_all_XL_365,5.8642605
mmp_all_XL_366,4.4645790000000005
mmp_all_XL_367,3.5259275000000003
mmp_all_XL_368,3.1612850000000003
mmp_all_XL_369,2.786676
mmp_all_XL_370,2.5799755
mmp_all_XL_371,2.5581750000000003
mmp_all_XL_372,2.55972
mmp_all_XL_373,2.703576
mmp_all_XL_374,12.484917
mmp_all_XL_375,9.429406
mmp_all_XL_376,4.594167
mmp_all_XL_377,4.020062
mmp_all_XL_378,3.0329330000000003
mmp_all_XL_379,2.655327
mmp_all_XL_380,2.351013
mmp_all_XL_381,2.332894
mmp_all_XL_382,2.3270115
mmp_all_XL_383,2.0213195
mmp_all_XL_384,2.1187325
mmp_all_XL_385,12.1911645
mmp_all_XL_386,7.639172
mmp_all_XL_387,4.0009665000000005
mmp_all_XL_388,3.223847
mmp_all_XL_389,2.350676
mmp_all_XL_390,2.038018
mmp_all_XL_391,1.83385
mmp_all_XL_392,1.7646685000000002
mmp_all_XL_393,1.7207455000000005
mmp_all_XL_394,1.7146165
mmp_all_XL_395,1.8684075
mmp_all_XL_396,10.1225005
mmp_all_XL_397,6.0448815000000025
mmp_all_XL_398,4.113297
mmp_all_XL_399,3.2026195
mmp_all_XL_400,2.2268705
mmp_all_XL_401,2.0041315
mmp_all_XL_402,2.0918270000000003
mmp_all_XL_403,1.9803025
mmp_all_XL_404,1.6526999999999998
mmp_all_XL_405,1.7731294999999998
mmp_all_XL_406,1.8926755
mmp_all_XL_407,9.424115
mmp_all_XL_408,5.3923450000000015
mmp_all_XL_409,3.78233
mmp_all_XL_410,3.0035405
mmp_all_XL_411,2.2140175
mmp_all_XL_412,2.1155265
mmp_all_XL_413,1.649013
mmp_all_XL_414,1.630319
mmp_all_XL_415,1.5891385
mmp_all_XL_416,1.6709055
mmp_all_XL_417,1.7972165
mmp_all_XL_418,9.182419
mmp_all_XL_419,5.3257305000000015
mmp_all_XL_420,3.8684
mmp_all_XL_421,3.0154575
mmp_all_XL_422,2.087438
mmp_all_XL_423,1.8680495
mmp_all_XL_424,1.984026
mmp_all_XL_425,1.6658794999999995
mmp_all_XL_426,1.55605
mmp_all_XL_427,1.5446125
mmp_all_XL_428,1.8242465
mmp_all_XL_429,9.006158500000002
mmp_all_XL_430,5.061056499999999
mmp_all_XL_431,3.630912
mmp_all_XL_432,2.8935035
mmp_all_XL_433,2.1294345
mmp_all_XL_434,2.051267
mmp_all_XL_435,1.584498
mmp_all_XL_436,1.567955
mmp_all_XL_437,1.5820545
mmp_all_XL_438,1.612181
mmp_all_XL_439,1.782944
mmp_all_XL_440,9.1240655
mmp_all_XL_441,5.1093215
mmp_all_XL_442,3.6323935
mmp_all_XL_443,2.99065
mmp_all_XL_444,2.044699
mmp_all_XL_445,1.8329715
mmp_all_XL_446,1.9559615
mmp_all_XL_447,1.649404
mmp_all_XL_448,1.5366555
mmp_all_XL_449,1.5379955
mmp_all_XL_450,1.8014279999999998
mmp_all_XL_451,8.9250685
mmp_all_XL_452,5.173451
mmp_all_XL_453,3.845335
mmp_all_XL_454,3.1095580000000003
mmp_all_XL_455,2.0696865
mmp_all_XL_456,1.8441765
mmp_all_XL_457,1.96929
mmp_all_XL_458,1.7733409999999998
mmp_all_XL_459,1.5522655
mmp_all_XL_460,1.5494504999999998
mmp_all_XL_461,1.81366
mmp_all_XL_462,8.868983499999997
mmp_all_XL_463,5.1583365
mmp_all_XL_464,3.6229065
mmp_all_XL_465,2.9905725
mmp_all_XL_466,2.169074
mmp_all_XL_467,2.0611985
mmp_all_XL_468,1.622655
mmp_all_XL_469,1.601815
mmp_all_XL_470,1.5881525
mmp_all_XL_471,1.645879
mmp_all_XL_472,1.7880355
mmp_all_XL_473,14.412144
mmp_all_XL_474,8.249433999999999
mmp_all_XL_475,5.353841
mmp_all_XL_476,4.341583
mmp_all_XL_477,3.0243775
mmp_all_XL_478,2.6290720000000003
mmp_all_XL_479,2.2384735
mmp_all_XL_480,2.1677695
mmp_all_XL_481,2.058535
mmp_all_XL_482,2.179444
mmp_all_XL_483,2.361805
mmp_all_XL_484,16.665049500000002
mmp_all_XL_485,13.294108
mmp_all_XL_486,6.167432499999999
mmp_all_XL_487,4.7741445
mmp_all_XL_488,3.761396
mmp_all_XL_489,3.1432655
mmp_all_XL_490,2.7109135
mmp_all_XL_491,2.7440595
mmp_all_XL_492,2.6918135
mmp_all_XL_493,2.5821155
mmp_all_XL_494,2.59449
mmp_all_XL_495,13.052978
mmp_all_XL_496,8.1261715
mmp_all_XL_497,4.796454499999999
mmp_all_XL_498,3.8269265
mmp_all_XL_499,3.223045
mmp_all_XL_500,2.466714
mmp_all_XL_501,2.3961795
mmp_all_XL_502,2.1674995
mmp_all_XL_503,2.1965405
mmp_all_XL_504,2.3318855000000003
mmp_all_XL_505,2.3197555
mmp_all_XL_506,13.3739165
mmp_all_XL_507,7.7204995
mmp_all_XL_508,4.180185
mmp_all_XL_509,2.851378
mmp_all_XL_510,2.2326485000000003
mmp_all_XL_511,1.9702925
mmp_all_XL_512,2.2321115
mmp_all_XL_513,1.7649245
mmp_all_XL_514,1.874622
